,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
3858,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,가든내과의원,31,의원,110000,서울,110009,마포구,,4168,"서울특별시 마포구 마포대로 52, (도화동, 고려아카데미텔Ⅱ)",02-713-6218,,19971020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9476643,37.5403379
3864,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,가락성모의원,31,의원,110000,서울,110018,송파구,가락동,5711,"서울특별시 송파구 송파대로 284, 205호 (가락동, 소석빌딩)",02-403-5586,,19880215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1173044,37.4948061
3865,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,가락한솔의원,31,의원,110000,서울,110018,송파구,,5699,"서울특별시 송파구 양재대로 932, 관리업무동 5층 505호 (가락동, 가락동 농수산물도매시장)",02-6978-3456,,20151214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1110027,37.4961026
3866,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,가람내과의원,31,의원,110000,서울,110002,강동구,,5229,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",02-427-7575,,20070927,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1489063,37.559109
3877,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,가산곧바로의원,31,의원,110000,서울,110025,금천구,,8503,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 208,218,219호 (가산동)",02-6244-8585,,20180824,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8806788,37.4807624
3878,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,가산디지털내과의원,31,의원,110000,서울,110025,금천구,,8503,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 118호 (가산동)",02-6269-8501,,20190307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8806788,37.4807624
3879,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,가산미소찬마취통증의학과의원,31,의원,110000,서울,110025,금천구,,8511,"서울특별시 금천구 벚꽃로 286, 삼성리더스타워 210,211호 (가산동)",02-2683-7585,,20180912,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8841305,37.4803344
3880,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,가산본튼튼의원,31,의원,110000,서울,110025,금천구,,8510,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 209,211,212호 (가산동)",02-855-0601,,20200520,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.8837813,37.4814002
3881,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,가산성모정신건강의학과의원,31,의원,110000,서울,110025,금천구,,8502,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 516호 (가산동)",02-6952-7551,,20210628,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8815811,37.4819131
3884,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,가산연합의원,31,의원,110000,서울,110025,금천구,,8502,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 403호 (가산동)",02-1666-2500,,20191101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8815811,37.4819131
3890,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,가슴편한내과의원,31,의원,110000,서울,110001,강남구,,6103,"서울특별시 강남구 봉은사로 327, 궁도빌딩 4층 (논현동)",0507-1422-8115,,20111202,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0426534,37.5101956
3894,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,가야내과의원,31,의원,110000,서울,110021,서초구,,6561,"서울특별시 서초구 방배로 225, 3,6,지하1층 (방배동, 남전빌딩)",02-537-1121,,20160101,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.9897944,37.4931756
3896,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,가야성모의원,31,의원,110000,서울,110021,서초구,,6572,"서울특별시 서초구 방배로 175, 4층 (방배동, 동성빌딩)",532-2345,,20091231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9923029,37.4891638
3908,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,가양성모내과의원,31,의원,110000,서울,110003,강서구,,7548,"서울특별시 강서구 화곡로68길 3, 401호, 404~407호 (등촌동)",02-2668-5050,,20220307,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.8547379,37.5595837
3912,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,가연관악산부인과의원,31,의원,110000,서울,110004,관악구,,8788,"서울특별시 관악구 남부순환로 1838, (봉천동)",02-885-7900,,20090112,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.9539797,37.4804451
3922,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,가온삼성비뇨의학과의원,31,의원,110000,서울,110011,성동구,,4737,"서울특별시 성동구 독서당로 302, 3층 01호 (금호동4가)",02-2294-8275,,20220426,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0227308,37.5476111
3943,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,가족건강의원,31,의원,110000,서울,110006,도봉구,,1387,"서울특별시 도봉구 해등로 218, (쌍문동)",02-903-1556,,19890502,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0325391,37.6581634
3945,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,가족사랑서울정신건강의학과의원,31,의원,110000,서울,110008,동작구,대방동,7055,"서울특별시 동작구 보라매로 113, (대방동)",02-812-9494,,20060110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9279165,37.4994798
3946,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,가족사랑서울정신건강의학과의원,31,의원,110000,서울,110013,영등포구,당산동5가,7214,"서울특별시 영등포구 당산로 222, (당산동5가)",02-2068-7486,,20010105,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9023723,37.5332737
3952,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,가족사랑정신과의원,31,의원,110000,서울,110003,강서구,가양동,7526,"서울특별시 강서구 양천로 461, 5층 (가양동)",02-3663-5956,,20071023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8522408,37.5630495
3974,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,가톨릭성모의원,31,의원,110000,서울,110006,도봉구,,132030,"서울특별시 도봉구 도봉로 553, (쌍문동)",02-903-4340,,19920725,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0378725,37.6546524
4045,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,강가정의학과의원,31,의원,110000,서울,110009,마포구,,3964,"서울특별시 마포구 방울내로 70, 2층 (망원동)",02-337-8645,,20040422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9033133,37.5601063
4066,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강남가드비뇨기과의원,31,의원,110000,서울,110008,동작구,,7008,"서울특별시 동작구 동작대로 121, 8층 (사당동, 경원빌딩)",02-566-8330,,20161212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9818694,37.4874684
4068,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,강남고운세상피부과의원,31,의원,110000,서울,110001,강남구,,6232,"서울특별시 강남구 테헤란로2길 8, 3층 (역삼동)",02-3477-2020,,20160922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0287286,37.4976293
4079,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,강남더블유안과의원,31,의원,110000,서울,110001,강남구,역삼동,6123,"서울특별시 강남구 강남대로 468, 11층 (역삼동, 충림빌딩)",02-532-5001,,20150406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0251636,37.5041598
4096,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,강남리즈산부인과의원,31,의원,110000,서울,110001,강남구,역삼동,6129,"서울특별시 강남구 강남대로 430, 8층 (역삼동)",02-558-5538,,20040621,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0266359,37.5009443
4118,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,강남바른내과의원,31,의원,110000,서울,110001,강남구,,6205,"서울특별시 강남구 선릉로 324, SH타워 4층 (대치동)",02-6232-7500,,20210805,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0520964,37.4985271
4123,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,강남밝은명안과의원,31,의원,110000,서울,110021,서초구,,6612,"서울특별시 서초구 강남대로 429, 9층 (서초동, 동일빌딩 )",533-9400,,20070528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0257918,37.5008052
4162,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,강남삼성신경외과의원,31,의원,110000,서울,110005,구로구,,8378,"서울특별시 구로구 디지털로34길 55, (구로동, 코오롱싸이언스밸리2차)",02-866-1346,,20160324,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.8994585,37.4841595
4163,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,강남삼성안과의원,31,의원,110000,서울,110021,서초구,,6736,"서울특별시 서초구 남부순환로350길 4, 6층 (양재동, 대진빌딩)",2058-0058,,20030306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0352051,37.4843523
4164,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,강남삼성정형외과의원,31,의원,110000,서울,110018,송파구,삼전동,5582,"서울특별시 송파구 백제고분로 214, (삼전동, 1,2,3층)",02-2202-0575,,20090819,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0903251,37.5034258
4169,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,강남서울밝은안과의원,31,의원,110000,서울,110001,강남구,,6232,"서울특별시 강남구 강남대로 390, 18층 (역삼동, 미진프라자)",02-1588-3882,,20101231,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.028709,37.497901
4177,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,강남성모안과의원,31,의원,110000,서울,110021,서초구,,6614,"서울특별시 서초구 강남대로 415, 5층 (서초동, 대동빌딩)",3481-9977,,20011201,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.026354,37.4995532
4194,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,강남세란의원,31,의원,110000,서울,110021,서초구,,6656,"서울특별시 서초구 명달로 134, 1.2.3층 (서초동, 송암빌딩)",02-588-7533,,20070713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0048247,37.4892425
4196,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,강남센트럴안과의원,31,의원,110000,서울,110001,강남구,,6150,"서울특별시 강남구 테헤란로 333, 신도벤처타워 8층 9층 (역삼동)",02-555-1369,,20210412,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.048034,37.5047001
4200,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,강남송도외과의원,31,의원,110000,서울,110001,강남구,,6099,"서울특별시 강남구 선릉로 669, 9층 (논현동, 상경빌딩)",0507-1303-7175,,20091204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.041237,37.5166379
4212,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,강남신논현본튼튼의원,31,의원,110000,서울,110021,서초구,,6611,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 2층 201~209호 (서초동)",02-593-1025,,20211230,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0239029,37.5027557
4216,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,강남아산재활의학과의원,31,의원,110000,서울,110001,강남구,,6337,"서울특별시 강남구 개포로110길 43, 2층 (일원동, 개포한신아파트)",02-3411-7578,,20150302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0791988,37.491309
4240,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,강남연세이비인후과의원,31,의원,110000,서울,110001,강남구,,6060,"서울특별시 강남구 선릉로 703, HS TOWER 2층 (논현동)",02-511-5075,,20181126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.040766,37.5176921
4241,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,강남연세인의원,31,의원,110000,서울,110001,강남구,,6241,"서울특별시 강남구 테헤란로4길 40, (역삼동, 신소애빌딩 3층일부)",02-415-8278,,20170721,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0305363,37.4958262
4242,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,강남연세재활의학과의원,31,의원,110000,서울,110021,서초구,,6599,"서울특별시 서초구 서초중앙로 230, 동화반포프라자 5층 501, 504, 505호 (반포동)",02-3478-0216,,20030616,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0120781,37.5021689
4249,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남영상의학과의원,31,의원,110000,서울,110001,강남구,논현동,6099,"서울특별시 강남구 선릉로 669, 2층 (논현동)",02-545-0261,,19990702,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.041237,37.5166379
4256,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,강남우태하피부과의원,31,의원,110000,서울,110001,강남구,역삼동,6241,"서울특별시 강남구 강남대로 370, 5층 (역삼동, 강남클리닉빌딩)",02-567-1675,,20020419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0292292,37.4958654
4262,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,강남의원,31,의원,110000,서울,110016,종로구,창성동,3043,"서울특별시 종로구 자하문로 58, 4층 (창성동, 강락빌딩)",02-737-2880,,20120619,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9712471,37.5812485
4263,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,강남의원,31,의원,110000,서울,110024,강북구,번동,1224,"서울특별시 강북구 오현로32길 4-8, (번동, 동보프라자빌딩)",02-987-1124,,20050205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0395468,37.6282562
4284,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,강남이오스안과의원,31,의원,110000,서울,110021,서초구,,6626,"서울특별시 서초구 강남대로 355, 삼성화재 서초사옥 18,19,20층 (서초동)",02-3454-2080,,20140725,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.0288421,37.4943747
4285,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,강남이조은안과의원,31,의원,110000,서울,110001,강남구,,6132,"서울특별시 강남구 테헤란로 139-1, 2층, 지하1층 (역삼동)",02-553-9533,,20020122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0344714,37.5004396
4307,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,강남초이스정형외과의원,31,의원,110000,서울,110013,영등포구,,7322,"서울특별시 영등포구 의사당대로 108, 아일렉스 4층 (여의도동)",02-786-2200,,20140123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9238388,37.5210051
4314,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDAjJDgz,강남탑내과의원,31,의원,110000,서울,110021,서초구,,6628,"서울특별시 서초구 효령로 431, 서초동 청화오피스텔 2층 (서초동)",1660-1776,,20230120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0306749,37.4896219
4315,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,강남테마피부과의원,31,의원,110000,서울,110021,서초구,,6614,"서울특별시 서초구 강남대로 423, 7층 (서초동, 한승빌딩)",02-591-4477,,20100105,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0258452,37.5002585
4321,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,강남포도여성의원,31,의원,110000,서울,110001,강남구,,6129,"서울특별시 강남구 강남대로 428, 만이빌딩 2층 (역삼동)",02-3442-4454,,20170124,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.026849,37.5008145
4332,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,강남피카소의원,31,의원,110000,서울,110001,강남구,역삼동,6133,"서울특별시 강남구 테헤란로 121, 11층 1101호 (역삼동)",02-555-1382,,20090805,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0310754,37.499421
4333,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,강남하늘정신건강의학과의원,31,의원,110000,서울,110001,강남구,,6120,"서울특별시 강남구 봉은사로 105, 동양빌딩 1동 501호 (논현동)",0507-1379-1330,,20200113,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0250571,37.5049634
4334,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남하트스캔의원,31,의원,110000,서울,110001,강남구,,6176,"서울특별시 강남구 테헤란로114길 38, 동일타워 지하1층 (대치동)",564-3070,,19990909,13,0,0,0,13,0,0,0,0,0,0,0,0,0,127.0669929,37.5071243
4338,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz,강남호랑이마취통증의학과의원,31,의원,110000,서울,110011,성동구,,4737,"서울특별시 성동구 독서당로 300, 3,4층 (금호동4가)",02-2281-7588,,20230724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0221197,37.5479653
4370,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,강동굿본재활의학과의원,31,의원,110000,서울,110002,강동구,,5236,"서울특별시 강동구 고덕로 133, 강동롯데캐슬퍼스트아파트 상가동 2층 218-1호 (암사동)",02-427-1231,,20211216,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1403474,37.5552527
4373,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,강동내과의원,31,의원,110000,서울,110002,강동구,,5378,"서울특별시 강동구 올림픽로 624, (성내동)",02-478-2002,,20040131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1232685,37.5370559
4382,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,강동서울대항장문외과의원,31,의원,110000,서울,110002,강동구,,5355,"서울특별시 강동구 천호대로 1119, 강동서울외과의원 (길동)",02-477-8488,,19990401,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.1360532,37.5351906
4384,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,강동서울의원,31,의원,110000,서울,110002,강동구,,5355,"서울특별시 강동구 천호대로 1119, (길동)",02-488-1190,,20080924,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.1360532,37.5351906
4385,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,강동서울정형외과의원,31,의원,110000,서울,110002,강동구,성내동,5373,"서울특별시 강동구 천호대로 1120, 3층 (성내동, LIG 건영리가빌딩)",02-420-2030,,20090302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1356292,37.5344506
4392,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,강동신경외과의원,31,의원,110000,서울,110002,강동구,,5295,"서울특별시 강동구 상암로 191, 명성빌딩 4층 (명일동)",02-481-1700,,20030716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1438306,37.5465787
4394,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,강동연세내과의원,31,의원,110000,서울,110002,강동구,암사동,5264,"서울특별시 강동구 올림픽로 782, 3층 (암사동, 501타워)",02-3426-7575,,20070604,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.128145,37.5508761
4395,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,강동연세비뇨의학과의원,31,의원,110000,서울,110002,강동구,,5339,"서울특별시 강동구 천호대로 1099, 정산타워빌딩 4층 401호 (천호동)",02-6949-5375,,20230602,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1341414,37.5357686
4397,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz,강동연세정형외과의원,31,의원,110000,서울,110002,강동구,,5396,"서울특별시 강동구 성내로 77, 리치프라자 (성내동)",02-474-8555,,20040924,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1285103,37.5275623
4411,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,강동천호내과의원,31,의원,110000,서울,110002,강동구,,5328,"서울특별시 강동구 올림픽로 664, 2층 (천호동, 대우한강베네시티)",02-470-7575,,20060201,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1249758,37.5405554
4445,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,강북바른정형외과의원,31,의원,110000,서울,110024,강북구,,1189,"서울특별시 강북구 솔샘로 239, 2층 (미아동)",02-6224-2000,,20210930,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.019461,37.6200474
